onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	order	response	correctness	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
22.099118010108214	2.0	FILLER	1.189675341756811	13_1	76	népcsoport	kétnyelvű	1	good		847	10	3	4	1121	9	3	1	1.85	5.55	4.5	6.55	0.0
30.115507812090076	2.0	FILLER	1.3010369074072514	13_1	77	nézőpont	kézenfekvő	1	good		1480	8	3	1	875	10	4	1	2.05	3.9	2.25	4.45	0.0
40.116002943639614	2.0	DISTANT	1.292769260755449	13_1	10	barátnő	középkorú	1	good	1	3479	7	3	1	1253	9	4	8	1.95	5.9	5.5	6.1	1.0
46.13230872950589	2.0	REPEAT	1.124401993540232	13_1	93	útmutatás	erkölcsi	1	good	1	703	9	4	2	4377	8	3	7	3.2	4.1	2.7	6.3	1.0
56.13277875867789	2.0	FILLER	1.0123378175230755	13_1	78	nyereség	pillanatnyi	1	good		4712	8	3	5	1179	11	4	2	3.8	4.45	3.25	6.35	0.0
66.13231743849246	2.0	DISTANT	1.268348747817072	13_1	11	barlang	lakatlan	1	good	1	1015	7	2	2	471	8	3	2	2.9	6.2	6.1	6.3	1.0
74.13272881007288	2.0	FILLER	1.2763904730854847	13_1	79	olvasmány	irodalmi	1	no-good		593	9	3	0	4601	8	4	7	2.85	5.4	6.35	6.85	0.0
80.13304387050084	2.0	REPEAT	0.9721071625535842	13_1	94	vacsora	zártkörű	1	good	1	2517	7	3	1	562	8	3	1	2.45	5.85	5.4	6.9	1.0
86.1493132835385	2.0	FILLER	1.2036650492700574	13_1	80	operatőr	hivatásos	1	no-good		1019	8	4	2	3472	9	4	7	1.35	6.55	5.95	6.55	0.0
92.14864166692132	2.0	REPEAT	1.299702383163094	13_1	95	végállomás	ideiglenes	1	good	1	893	10	4	4	4073	10	5	1	2.95	4.15	3.65	4.7	1.0
100.14904765942264	2.0	FILLER	1.7954343389719725	13_1	81	őrmester	méltatlan	1	no-good		552	8	3	1	1723	9	3	2	3.5	4.7	3.3	5.3	0.0
104.15221363248564	2.0	REPEAT	1.256180499400216	13_1	96	ventilátor	masszív	1	no-good	1	1165	10	4	3	982	7	2	2	1.6	4.5	5.6	5.5	1.0
108.16546512524292	2.0	DISTANT	1.2910128629191604	13_1	12	benzinkút	hajnali	1	no-good	0	1490	9	3	1	3888	7	3	8	2.85	5.25	6.5	4.8	1.0
120.16607296133589	2.0	CLOSE	1.3547903144790323	13_1	34	kánikula	tavaszi	1	good	1	1200	8	4	1	5301	7	3	7	4.05	5.35	5.25	5.1	1.0
126.18238028408086	2.0	CLOSE	1.2183322647724708	13_1	35	kapitány	rutinos	1	no-good	1	6280	8	3	5	669	7	3	6	1.95	6.0	5.15	6.1	1.0
136.1819000090436	2.0	REPEAT	1.1543473343954247	13_1	97	világítás	hangulatos	1	good	1	1393	9	4	5	1112	10	4	5	2.95	5.9	6.4	6.85	1.0
