onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	jitter	response	counterbalance	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
28.066368887604767	2.0	CLOSE	1.1110608494382177	StimuliTable-6588-Mapping-Run1.xlsx	1	akadály	reménytelen	10	4	1	6030	7	3	2	1273	11	4	4	4.8	3.9	2.9	4.5	0.8418771620000001
36.06577821334213	2.0	DISTANT	1.583016757373116	StimuliTable-6588-Mapping-Run1.xlsx	69	pénztárca	alvilági	6	2	1	1902	9	3	3	393	8	4	3	3.55	2.25	2.8	2.6	0.690712929
46.069280507006624	2.0	DISTANT	1.3873439970593608	StimuliTable-6588-Mapping-Run1.xlsx	89	tudomány	genetikai	8	4	1	3986	8	3	5	1398	9	5	2	2.4	4.8	2.6	5.45	0.662602782
58.08289111742488	2.0	BASELINE	1.3821483176434413	StimuliTable-6588-Mapping-Run1.xlsx	28	gorilla	érzékeny	10	3	1	659	7	3	2	3895	8	3	3	3.1	4.0	4.3	4.9	1.0
66.08630017369433	2.0	CLOSE	1.5546948742230595	StimuliTable-6588-Mapping-Run1.xlsx	8	aszfalt	szabályos	6	3	1	977	7	2	4	978	9	3	5	1.1	5.1	5.6	4.75	0.777173936
76.09880346197679	2.0	DISTANT	1.485747101763991	StimuliTable-6588-Mapping-Run1.xlsx	79	szerszám	illegális	8	2	1	812	8	2	4	5833	9	4	1	3.8	4.1	3.65	5.05	0.606139541
84.10220918834239	2.0	CLOSE	1.3383231561965658	StimuliTable-6588-Mapping-Run1.xlsx	56	monitor	érintős	6	4	1	3644	7	3	3	784	7	3	3	1.5	6.55	6.45	6.45	0.8547784690000001
94.11571759622892	2.0	DISTANT	1.453061247488222	StimuliTable-6588-Mapping-Run1.xlsx	15	csecsemő	tevékeny	8	2	1	2039	8	3	2	403	8	3	2	2.4	4.65	4.65	4.15	0.655481756
106.11934053498408	2.0	CLOSE	1.817412493244774	StimuliTable-6588-Mapping-Run1.xlsx	4	alkohol	biztonságos	10	1	1	3138	7	3	2	8412	11	4	6	3.5	2.55	2.7	3.1	0.75390619
118.131949867995	2.0	DISTANT	1.260180998371652	StimuliTable-6588-Mapping-Run1.xlsx	31	helyezés	időszaki	10	4	1	5834	8	3	4	796	8	4	1	2.25	2.55	1.65	2.85	0.617949784
126.13535533821414	2.0	BASELINE	1.448784622389212	StimuliTable-6588-Mapping-Run1.xlsx	26	fejfájás	kellemetlen	6	4	1	1351	8	3	4	3486	11	4	1	5.85	5.5	5.25	6.7	1.0
136.14885196335308	2.0	DISTANT	1.6917722866201077	StimuliTable-6588-Mapping-Run1.xlsx	16	csengőhang	általános	8	1	1	2279	10	3	1	25132	9	4	3	2.4	5.65	4.6	5.45	0.712553442
148.1484720978151	2.0	CLOSE	1.603764126808528	StimuliTable-6588-Mapping-Run1.xlsx	13	bölcsőde	környékbeli	10	2	1	1219	8	3	1	1283	11	4	2	1.5	6.15	6.3	6.45	0.7846326231999999
156.14886630756882	2.0	BASELINE	1.547714108532091	StimuliTable-6588-Mapping-Run1.xlsx	19	diáklány	ártatlan	6	3	1	819	8	3	4	2035	8	3	5	2.8	5.3	5.35	6.6	1.0
168.1484859297343	2.0	DISTANT	1.3557042458633075	StimuliTable-6588-Mapping-Run1.xlsx	45	kolostor	puritán	10	2	1	1099	8	3	4	301	7	3	1	3.35	5.3	4.6	5.05	0.734071612
178.14897773137636	2.0	BASELINE	1.5474643655106777	StimuliTable-6588-Mapping-Run1.xlsx	64	novella	tanulságos	8	4	1	925	7	3	1	805	10	4	6	2.45	5.4	3.05	6.5	1.0
186.15240958470167	2.0	BASELINE	1.344178669489338	StimuliTable-6588-Mapping-Run1.xlsx	85	távirat	udvarias	6	4	1	635	7	3	2	446	8	4	1	2.1	4.8	4.45	5.15	1.0
194.164789666429	2.0	CLOSE	1.6510657111030014	StimuliTable-6588-Mapping-Run1.xlsx	2	albérlet	siralmas	6	4	1	547	8	3	1	402	8	3	5	5.05	5.45	6.05	6.0	0.7793105840000001
