onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	jitter	response	counterbalance	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
28.03327123515737	2.0	CLOSE	0.9712471692746476	StimuliTable-9421-Mapping-Run3.xlsx	26	fejfájás	borzalmas	10	4	2	1351	8	3	4	1061	9	3	6	5.8	5.95	6.0	6.75	0.831396163
38.04967990793193	2.0	DISTANT	1.2907214155202382	StimuliTable-9421-Mapping-Run3.xlsx	39	készpénz	méltánytalan	8	3	2	3600	8	2	3	351	12	4	1	4.0	3.55	2.9	2.5	0.6948193309999999
50.04929005467056	2.0	BASELINE	1.0903911416735357	StimuliTable-9421-Mapping-Run3.xlsx	29	hangszer	autentikus	10	3	2	1828	8	2	3	526	10	5	1	2.0	4.6	3.7	4.7	1.0
58.06562367685001	2.0	BASELINE	1.193975050928202	StimuliTable-9421-Mapping-Run3.xlsx	10	barátnő	középkorú	6	2	2	3479	7	3	1	1253	9	4	8	1.95	5.9	5.5	6.1	1.0
70.06617567013382	2.0	CLOSE	1.3133920742984628	StimuliTable-9421-Mapping-Run3.xlsx	24	étterem	stílusos	10	3	2	4657	7	3	4	854	8	3	4	2.15	5.1	5.95	6.5	0.911637485
78.08250416940791	2.0	DISTANT	1.3294221642081538	StimuliTable-9421-Mapping-Run3.xlsx	38	kerékpár	hardveres	6	2	2	3466	8	3	3	1550	9	3	5	1.65	2.65	1.5	2.4	0.6436905860000001
90.0860894362322	2.0	DISTANT	1.70965665505355	StimuliTable-9421-Mapping-Run3.xlsx	92	útlezárás	gyorsforgalmi	10	3	2	1291	9	4	3	882	13	4	3	2.8	5.9	5.45	6.2	0.620973349
102.098621861036	2.0	BASELINE	1.168931717535088	StimuliTable-9421-Mapping-Run3.xlsx	68	ösztöndíj	tanulmányi	10	4	2	2344	9	3	1	1823	10	4	8	3.6	6.65	4.5	6.8	1.0
112.1020552336522	2.0	BASELINE	0.9891855422338268	StimuliTable-9421-Mapping-Run3.xlsx	78	szemüveg	kényelmes	8	4	2	1594	8	3	4	3437	9	3	8	2.15	6.1	6.05	6.7	1.0
124.1146340207688	2.0	DISTANT	1.6319908156510792	StimuliTable-9421-Mapping-Run3.xlsx	44	kollégium	közüzemi	10	1	2	3139	9	4	3	1019	8	4	4	2.75	4.6	4.35	3.9	0.6578273179999999
136.11518627019905	2.0	BASELINE	1.1200112806418474	StimuliTable-9421-Mapping-Run3.xlsx	64	novella	tanulságos	10	4	2	925	7	3	1	805	10	4	6	2.45	5.4	3.05	6.5	1.0
146.11460482019538	2.0	BASELINE	1.3676961746987215	StimuliTable-9421-Mapping-Run3.xlsx	33	iránytű	hasznos	8	4	2	794	7	3	2	9089	7	2	7	1.75	5.45	6.15	6.3	1.0
158.11415169902648	2.0	DISTANT	1.2639690801806864	StimuliTable-9421-Mapping-Run3.xlsx	4	alkohol	szabványos	10	2	2	3138	7	3	2	1426	10	3	2	1.9	2.9	3.45	2.95	0.640375018
