onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	jitter	response	counterbalance	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
28.035231003426816	2.0	CLOSE	1.232872775410215	StimuliTable-9421-Mapping-Run7.xlsx	44	kollégium	felsőoktatási	10	4	2	3139	9	4	3	5953	13	6	1	3.0	6.65	6.25	6.7	0.8090670109999999
40.04880414689069	2.0	CLOSE	1.0675168473208032	StimuliTable-9421-Mapping-Run7.xlsx	41	királynő	gyönyörű	10	4	2	2060	8	3	2	4450	8	3	6	2.95	5.7	6.7	6.6	0.846518397
50.05225749884812	2.0	BASELINE	1.0798043971444713	StimuliTable-9421-Mapping-Run7.xlsx	93	útmutatás	erkölcsi	8	4	2	703	9	4	2	4377	8	3	7	3.2	4.1	2.7	6.3	1.0
60.06472281356218	2.0	CLOSE	0.8670654167126486	StimuliTable-9421-Mapping-Run7.xlsx	20	diktátor	szörnyű	8	4	2	1821	8	3	4	2251	7	2	4	6.3	5.9	6.4	6.55	0.8910186290000001
68.06908138327708	2.0	BASELINE	1.2155143155796395	StimuliTable-9421-Mapping-Run7.xlsx	1	akadály	lehetetlen	6	2	2	6030	7	3	2	5822	10	4	6	5.4	4.65	3.6	6.3	1.0
78.08153798904823	2.0	DISTANT	1.386401703060983	StimuliTable-9421-Mapping-Run7.xlsx	67	osztályzat	alapfokú	8	2	2	1028	10	3	3	821	8	4	4	2.6	4.3	2.9	3.95	0.713177145
90.08508022345086	2.0	CLOSE	1.1266136838494276	StimuliTable-9421-Mapping-Run7.xlsx	78	szemüveg	ideális	10	3	2	1594	8	3	4	3414	7	4	1	1.9	5.3	5.0	5.5	0.84095335
102.0986072607484	2.0	CLOSE	1.217440528806037	StimuliTable-9421-Mapping-Run7.xlsx	28	gorilla	problémás	10	2	2	659	7	3	2	1593	9	3	8	3.3	4.7	4.55	4.65	0.775599658
110.09799302413558	2.0	DISTANT	1.2097110859449458	StimuliTable-9421-Mapping-Run7.xlsx	82	találmány	kapitalista	6	4	2	1346	9	3	4	357	11	5	1	3.35	4.65	3.95	5.1	0.6249907020000001
118.0983718631469	2.0	BASELINE	0.9617134383843222	StimuliTable-9421-Mapping-Run7.xlsx	46	költészet	mágikus	6	4	2	1207	9	3	4	454	7	3	1	2.6	3.0	3.15	3.85	1.0
128.10081728304976	2.0	CLOSE	1.3262510844542703	StimuliTable-9421-Mapping-Run7.xlsx	6	áruházlánc	nyereséges	8	4	2	935	10	4	2	888	10	4	8	1.75	5.95	4.4	6.5	0.9131852979999999
138.1142692697522	2.0	BASELINE	1.200731909797469	StimuliTable-9421-Mapping-Run7.xlsx	21	díszlet	színpadi	8	4	2	1420	7	2	3	1542	8	3	5	2.1	5.9	6.35	6.75	1.0
150.11782098153344	2.0	DISTANT	1.189359823545601	StimuliTable-9421-Mapping-Run7.xlsx	8	aszfalt	költséges	10	4	2	977	7	2	4	1185	9	3	7	3.0	4.4	3.5	4.8	0.619830132
158.13118126819063	2.0	BASELINE	1.536365599369674	StimuliTable-9421-Mapping-Run7.xlsx	10	barátnő	középkorú	6	3	2	3479	7	3	1	1253	9	4	8	1.95	5.9	5.5	6.1	1.0
170.1346966073288	2.0	CLOSE	1.2527071364402218	StimuliTable-9421-Mapping-Run7.xlsx	89	tudomány	építészeti	10	4	2	3986	8	3	5	1116	10	5	7	1.75	3.95	4.45	5.85	0.7951859240000001
182.1472549028149	2.0	DISTANT	1.4394381399961276	StimuliTable-9421-Mapping-Run7.xlsx	2	albérlet	hátrányos	10	2	2	547	8	3	1	5583	9	3	6	4.3	4.4	4.3	4.05	0.60664767
190.15064549915405	2.0	DISTANT	1.692144251854188	StimuliTable-9421-Mapping-Run7.xlsx	91	újságcikk	igazságtalan	6	3	2	503	9	3	0	1736	12	5	2	5.75	5.35	4.5	5.75	0.626544654
200.16407878724385	2.0	CLOSE	1.3430214345007698	StimuliTable-9421-Mapping-Run7.xlsx	32	horgász	hagyományos	8	2	2	707	7	2	2	15070	11	4	6	1.3	4.15	5.5	4.8	0.8027049303
208.1674670782741	2.0	BASELINE	1.5715948097767978	StimuliTable-9421-Mapping-Run7.xlsx	4	alkohol	legális	6	2	2	3138	7	3	2	1848	7	3	3	2.75	5.45	5.2	5.3	1.0
216.1798273733857	2.0	DISTANT	1.5184303001533408	StimuliTable-9421-Mapping-Run7.xlsx	9	baktérium	szabadtéri	6	2	2	1448	9	4	1	2682	10	4	5	3.7	3.25	2.6	3.2	0.6112335320000001
