onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	order	response	correctness	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
22.090957525557315	1.7067710849441935	TARGET	1.7067710849441935	15_1	26	fejfájás	kellemetlen		old	1	1351	8	3	4	3486	11	4	1	5.85	5.5	5.25	6.7	1.0
34.11545470053534	1.897911958934856	FOIL	1.897911958934856	15_1	63	laktanya	községi		new	1	1021	8	3	3	670	7	3	5	2.4	5.45	5.1	4.6	0.0
40.11571724894748	1.9059333890400008	DISTANT	1.9059333890400008	15_1	88	törmelék	életveszélyes		new	1	730	8	3	1	3907	13	5	3	4.75	5.8	6.2	6.4	0.657350659
48.13206440914655	1.4012920455279527	TARGET	1.4012920455279527	15_1	27	folyadék	elegendő		new	0	1438	8	3	3	9296	8	4	1	2.65	4.85	5.45	6.5	1.0
58.13249242708116	1.3693005864188308	TARGET	1.3693005864188308	15_1	28	gorilla	érzékeny		old	1	659	7	3	2	3895	8	3	3	3.1	4.0	4.3	4.9	1.0
68.13193326301553	1.481260447508248	DISTANT	1.481260447508248	15_1	89	tudomány	genetikai		new	1	3986	8	3	5	1398	9	5	2	2.4	4.8	2.6	5.45	0.662602782
72.13209847640246	1.7053492252380238	DISTANT	1.7053492252380238	15_1	90	tűzijáték	verhetetlen		new	1	1585	9	4	1	357	11	4	2	2.4	3.2	4.55	3.15	0.664982438
82.13153214027989	1.713330184458755	FOIL	1.713330184458755	15_1	64	lázadás	széleskörű		new	1	945	7	3	5	1556	10	4	1	5.55	5.35	5.0	5.25	0.0
92.14796869501151	1.5366422799706925	FOIL	1.5366422799706925	15_1	65	leépítés	túlzott		new	1	2318	8	4	4	2708	7	2	2	5.2	4.75	2.7	5.95	0.0
102.14840132355312	1.488603606208926	FOIL	1.488603606208926	15_1	66	megjegyzés	egyértelmű		new	1	3288	10	3	4	11495	10	4	1	2.5	5.65	2.5	6.1	0.0
106.164586087958	1.687925232363341	CLOSE	1.687925232363341	15_1	51	magazin	kutatási		old	0	7307	7	3	2	3464	8	4	6	1.7	4.85	4.8	5.1	0.882873833
110.16474515386652	1.7439812379088837	TARGET	1.7439812379088837	15_1	29	hangszer	autentikus		old	1	1828	8	2	3	526	10	5	1	2.0	4.6	3.7	4.7	1.0
120.1651767578296	1.4877086363267154	TARGET	1.4877086363267154	15_1	30	háziorvos	elégedetlen		old	1	2011	9	4	4	2000	11	5	3	4.1	5.6	5.2	5.6	1.0
126.1814378533818	1.623304257489508	TARGET	1.623304257489508	15_1	31	helyezés	végleges		new	0	5834	8	3	4	7802	8	3	3	2.95	4.45	3.65	5.2	1.0
138.18096065564896	1.4792550899801429	FOIL	1.4792550899801429	15_1	67	meglátás	egyoldalú		new	1	1153	8	3	3	1776	9	4	4	3.4	4.35	2.35	6.3	0.0
148.18039406338357	1.6312800938103464	FOIL	1.6312800938103464	15_1	68	mellékhatás	közvetett		new	1	918	11	4	4	1115	9	3	2	4.65	3.85	2.6	5.25	0.0
158.18082259361108	1.5192479998950148	FOIL	1.5192479998950148	15_1	69	mellékutca	rendezetlen		new	1	573	10	4	0	427	11	4	3	3.45	5.35	5.95	5.85	0.0
164.18408459745115	1.523945182969328	DISTANT	1.523945182969328	15_1	91	újságcikk	igazságtalan		new	1	503	9	3	0	1736	12	5	2	5.75	5.35	4.5	5.75	0.626544654
170.1973595570962	1.4866082383305184	CLOSE	1.4866082383305184	15_1	52	matrica	ingyenes		old	0	1479	7	3	2	13952	8	3	1	2.65	6.2	4.8	6.5	0.863539815
178.19670408259117	1.8705943737295456	FOIL	1.8705943737295456	15_1	70	merénylő	gondatlan		new	1	1494	8	3	1	869	9	3	1	5.2	4.7	4.5	4.5	0.0
188.1971367111328	1.662627604928275	TARGET	1.662627604928275	15_1	32	horgász	tradicionális		old	1	707	7	2	2	850	13	6	1	2.1	4.65	5.0	4.65	1.0
192.19730909656937	1.6546097608588752	CLOSE	1.6546097608588752	15_1	53	mellény	szabadidős		new	1	909	7	2	5	608	10	4	1	2.05	4.15	4.65	4.85	0.7459257840000001
200.19665490279291	1.5424667562474497	FOIL	1.5424667562474497	15_1	71	mozdulat	harmonikus		new	1	2331	8	3	5	567	10	4	2	2.25	4.7	4.35	4.3	0.0
206.21391624373064	1.1579153093116474	TARGET	1.1579153093116474	15_1	33	iránytű	hasznos		old	1	794	7	3	2	9089	7	2	7	1.75	5.45	6.15	6.3	1.0
210.21307352738225	1.2299578232050408	TARGET	1.2299578232050408	15_1	34	kánikula	tavaszi		new	0	1200	8	4	1	5301	7	3	7	4.05	5.35	5.25	5.1	1.0
216.21334862688676	1.181920942442957	CLOSE	1.181920942442957	15_1	54	menetrend	változatlan		old	0	4833	9	3	2	3262	11	4	2	1.8	6.25	4.95	7.0	0.812076867
222.21362475096248	1.541981618021964	DISTANT	1.541981618021964	15_1	92	útlezárás	gyorsforgalmi		new	1	1291	9	4	3	882	13	4	3	2.8	5.9	5.45	6.2	0.620973349
228.2298689409581	1.3252385604500887	TARGET	1.3252385604500887	15_1	35	kapitány	rutinos		old	1	6280	8	3	5	669	7	3	6	1.95	6.0	5.15	6.1	1.0
234.23011253464935	1.6852813058867468	DISTANT	1.6852813058867468	15_1	93	útmutatás	lelkiismereti		new	1	703	9	4	2	476	13	6	6	3.5	3.7	2.5	5.05	0.6710424423
242.2294742218437	1.4212657035895973	FOIL	1.4212657035895973	15_1	72	mozzanat	színészi		new	1	983	8	3	2	942	8	3	7	2.7	5.1	4.65	5.25	0.0
254.24599069375108	1.380603231220448	FOIL	1.380603231220448	15_1	73	munkagép	kicsiny		new	1	1398	8	3	1	960	7	2	6	1.5	5.35	5.55	5.45	0.0
