onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	order	response	correctness	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
22.09993921670321	2.0	FILLER	1.5788301482061795	12_1	26	észrevétel	lényegtelen	1	no-good		1877	10	4	3	442	11	4	2	2.95	4.3	2.15	5.9	0.0
30.11633687522772	2.0	FILLER	1.4101981207641074	12_1	27	felajánlás	tömeges	1	good		1792	10	4	4	3303	7	3	8	3.5	4.8	3.9	5.6	0.0
40.11679486315916	2.0	DISTANT	1.385907086340012	12_1	85	távirat	udvarias	1	no-good	1	635	7	3	2	446	8	4	1	2.1	4.8	4.45	5.15	1.0
46.13307213335793	2.0	REPEAT	1.1695182904441026	12_1	68	ösztöndíj	tanulmányi	1	good	1	2344	9	3	1	1823	10	4	8	3.6	6.65	4.5	6.8	1.0
56.1325426808653	2.0	FILLER	1.4175392472352542	12_1	28	felsorolás	tartalmi	1	good		1057	10	4	4	1984	8	3	5	1.4	4.15	3.95	6.0	0.0
66.13298325091091	2.0	DISTANT	1.0015045979380377	12_1	86	telefonszám	otthoni	1	no-good	1	4732	11	4	2	4288	7	3	8	1.4	6.5	4.3	6.65	1.0
74.13235569473909	2.0	FILLER	1.5617939192634367	12_1	29	fenyegetés	írásbeli	1	no-good		5210	10	4	5	2291	8	4	6	5.5	6.45	5.15	6.45	0.0
80.13262259822295	2.0	REPEAT	1.2891909469035454	12_1	69	pénztárca	ismeretlen	1	no-good	0	1902	9	3	3	17883	10	4	7	3.55	4.9	4.9	6.15	1.0
86.14889653852879	2.0	FILLER	1.6008550644910429	12_1	30	fertőzés	hosszútávú	1	no-good		3797	8	3	1	563	10	4	1	6.0	5.2	3.65	5.8	0.0
92.14917932302342	2.0	REPEAT	1.0648311630575336	12_1	70	pisztoly	törvénytelen	1	no-good	1	1679	8	2	3	1475	12	4	3	4.75	4.9	4.9	5.3	1.0
100.1495333159328	2.0	FILLER	1.2885882368282182	12_1	31	focista	rugalmas	1	no-good		744	7	3	1	2314	8	3	1	1.85	4.0	3.7	4.0	0.0
104.15270362724914	2.0	REPEAT	1.165466582890076	12_1	71	professzor	közgazdasági	1	good	0	6091	10	3	5	1411	12	5	4	1.9	6.5	5.5	6.65	1.0
108.16589870013922	2.0	DISTANT	1.2644321910192955	12_1	87	tévéműsor	félelmetes	1	no-good	0	648	9	4	1	1112	10	4	2	5.45	5.8	5.05	6.6	1.0
120.16544532282568	2.0	CLOSE	1.159921291648061	12_1	9	baktérium	növényi	1	good	1	1448	9	4	1	968	7	3	7	2.25	4.75	2.95	5.85	1.0
126.18173437571022	2.0	CLOSE	1.2157655941955454	12_1	10	barátnő	középkorú	1	no-good	0	3479	7	3	1	1253	9	4	8	1.95	5.9	5.5	6.1	1.0
136.1821388292592	2.0	REPEAT	1.2075289834901923	12_1	72	rémálom	szomorú	1	no-good	0	769	7	3	1	3745	7	3	3	5.8	4.8	4.45	5.5	1.0
140.18236833551418	2.0	FILLER	1.0152667766888044	12_1	32	főhadnagy	harcias	1	no-good		1176	9	3	1	437	7	3	1	3.25	6.0	6.0	5.75	0.0
148.19873423201352	2.0	CLOSE	0.942861907162296	12_1	11	barlang	lakatlan	1	no-good	1	1015	7	2	2	471	8	3	2	2.9	6.2	6.1	6.3	1.0
154.19799217885884	2.0	CLOSE	1.1591052124822454	12_1	12	benzinkút	hajnali	1	no-good	1	1490	9	3	1	3888	7	3	8	2.85	5.25	6.5	4.8	1.0
162.1983569298718	2.0	FILLER	1.4387427052970452	12_1	33	földrengés	sorozatos	1	no-good		4360	10	3	5	1199	9	4	5	5.8	6.1	5.0	6.05	0.0
168.214635736942	2.0	DISTANT	1.5422185212046315	12_1	88	törmelék	építkezési	1	no-good	0	730	8	3	1	395	10	5	7	1.9	6.55	6.8	6.4	1.0
174.214904945733	2.0	FILLER	1.494186396477744	12_1	34	forgatás	tökéletes	1	good		2380	8	3	5	5587	9	4	4	1.6	4.35	3.65	5.3	0.0
184.21837520328336	2.0	REPEAT	1.0587551385979168	12_1	73	repülőjegy	érvényes	1	good	0	590	10	4	0	10878	8	3	6	2.8	6.75	6.4	6.9	1.0
190.23163687397027	2.0	REPEAT	0.8937281011712912	12_1	68	ösztöndíj	tanulmányi	2	good	1	2344	9	3	1	1823	10	4	8	3.6	6.65	4.5	6.8	1.0
198.231018026745	2.0	DISTANT	1.037792201037519	12_1	85	távirat	formális	2	good	1	635	7	3	2	897	8	3	2	2.35	4.3	5.15	6.0	0.6985746620000001
204.23427696436192	2.0	FILLER	1.0741164329265305	12_1	35	frontember	lendületes	1	no-good		588	10	3	0	483	10	4	8	1.6	4.6	5.6	5.6	0.0
210.2475519546097	2.0	DISTANT	1.2128819095523795	12_1	86	telefonszám	térségbeli	2	no-good	1	4732	11	4	2	1020	10	4	1	1.6	5.45	3.15	4.9	0.631895483
218.2478921156653	2.0	DISTANT	1.156930794386426	12_1	89	tudomány	mérnöki	1	good	1	3986	8	3	5	877	7	3	6	1.7	4.75	3.4	6.0	1.0
222.24809447051305	2.0	CLOSE	1.1008413607160037	12_1	13	bölcsőde	szomszédos	1	no-good	1	1219	8	3	1	5450	10	3	7	1.7	6.1	5.1	6.55	1.0
226.2642918233541	2.0	REPEAT	0.9884634684203776	12_1	69	pénztárca	ismeretlen	2	no-good	0	1902	9	3	3	17883	10	4	7	3.55	4.9	4.9	6.15	1.0
236.26374700214	2.0	FILLER	0.9003151356555463	12_1	36	fürdőszoba	keskeny	1	no-good		729	10	4	1	762	7	2	1	2.45	6.4	6.6	6.35	0.0
240.26491476890808	2.0	REPEAT	0.924249103427428	12_1	70	pisztoly	törvénytelen	2	no-good	1	1679	8	2	3	1475	12	4	3	4.75	4.9	4.9	5.3	1.0
246.281157459478	2.0	REPEAT	0.8435443552843935	12_1	71	professzor	közgazdasági	2	good	0	6091	10	3	5	1411	12	5	4	1.9	6.5	5.5	6.65	1.0
254.2805252926919	2.0	DISTANT	1.2757681607727136	12_1	87	tévéműsor	paradox	2	no-good	0	648	9	4	1	662	7	3	1	3.3	2.8	2.15	3.7	0.6147992015
260.2808426568117	2.0	CLOSE	0.9555449454455812	12_1	10	barátnő	tizenéves	2	no-good	0	3479	7	3	1	940	9	4	2	3.85	5.45	5.9	6.2	0.8318079709999999
272.2973886235086	2.0	CLOSE	1.563100516825216	12_1	9	baktérium	létfontosságú	2	no-good	1	1448	9	4	1	894	13	5	3	2.3	4.05	2.95	4.8	0.750643611
278.29664861951824	2.0	FILLER	1.1868677851853136	12_1	37	gombnyomás	fölösleges	1	no-good		1163	10	3	1	1092	10	4	7	2.05	4.4	4.55	6.35	0.0
