timestamp	groupanalysis_type	analysis	cluster_no	split_idx	kind	roi_label	roi_shared	voxels	peak_x_mm	peak_y_mm	peak_z_mm	peak_z	parent_voxels	parent_peak_x_mm	parent_peak_y_mm	parent_peak_z_mm	parent_peak_z	parent_roi_labels	mask_file	parent_cluster_file
2025-12-17T20:03:43Z	HC	ENC_ERP_ALLRS	13	1	split	HEAD_CA1_L	CA1	16	119.000000	114.000000	53.000000	2.147212	19	119.000000	114.000000	53.000000	2.147212	HEAD_CA1_L;HEAD_DGCA23_L	cluster131.nii.gz	cluster13.nii.gz
2025-12-17T20:03:45Z	HC	ENC_ERP_ALLRS	13	2	split	HEAD_DGCA23_L	DGCA23	3	119.000000	113.000000	53.000000	2.094333	19	119.000000	114.000000	53.000000	2.147212	HEAD_CA1_L;HEAD_DGCA23_L	cluster132.nii.gz	cluster13.nii.gz
2025-12-17T20:03:47Z	HC	ENC_ERP_ALLRS	14	1	split	HEAD_DGCA23_L	DGCA23	155	111.000000	110.000000	53.000000	3.022645	172	111.000000	110.000000	53.000000	3.022645	HEAD_DGCA23_L;HEAD_SUB_L	cluster141.nii.gz	cluster14.nii.gz
2025-12-17T20:03:48Z	HC	ENC_ERP_ALLRS	14	2	split	HEAD_SUB_L	SUB	17	110.000000	110.000000	49.000000	2.353481	172	111.000000	110.000000	53.000000	3.022645	HEAD_DGCA23_L;HEAD_SUB_L	cluster142.nii.gz	cluster14.nii.gz
2025-12-17T20:03:50Z	HC	ENC_ERP_ALLRS	15	1	split	HEAD_DGCA23_R	DGCA23	223	69.000000	113.000000	54.000000	2.962072	230	69.000000	113.000000	54.000000	2.962072	HEAD_DGCA23_R;HEAD_SUB_R	cluster151.nii.gz	cluster15.nii.gz
2025-12-17T20:03:52Z	HC	ENC_ERP_ALLRS	15	2	split	HEAD_SUB_R	SUB	7	62.000000	113.000000	47.000000	2.135648	230	69.000000	113.000000	54.000000	2.962072	HEAD_DGCA23_R;HEAD_SUB_R	cluster152.nii.gz	cluster15.nii.gz
