onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	order	response	correctness	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
24.049141872372275	1.3288710133110726	DISTANT	1.3288710133110726	11_1	100	zöldség	korlátlan		old	0	2637	7	2	3	1924	9	3	2	2.05	3.9	4.75	3.95	0.7183503509999999
34.05265107300875	0.9973957632937528	FOIL	0.9973957632937528	11_1	13	célpont	potenciális		new	1	3846	7	2	1	2486	11	5	2	4.55	5.8	4.7	6.4	0.0
42.065978863342025	1.0481938759076002	DISTANT	1.0481938759076002	11_1	1	akadály	képzeletbeli		old	0	6030	7	3	2	646	12	5	1	3.85	3.6	3.95	6.0	0.681170285
46.066197868200106	1.120212406534847	CLOSE	1.120212406534847	11_1	39	készpénz	szerény		new	1	3600	8	2	3	3344	7	2	5	3.2	3.75	4.05	2.25	0.885355115
54.06958591176408	1.0367090562740486	CLOSE	1.0367090562740486	11_1	40	kesztyű	divatos		new	1	891	7	2	1	1703	7	3	3	1.95	6.05	6.2	6.75	0.753719985
60.08287271873087	1.175569150078445	TARGET	1.175569150078445	11_1	76	szakadék	iszonyatos		new	0	1478	8	3	4	452	10	4	6	5.1	4.75	5.85	5.65	0.891412258
66.08216165734666	1.1435713877708622	TARGET	1.1435713877708622	11_1	77	szélvihar	hirtelen		old	1	490	9	3	0	6756	8	3	4	4.6	6.2	6.2	6.65	0.850282848
74.0855527746644	1.6760923283509328	FOIL	1.6760923283509328	11_1	14	családfő	becsületes		new	1	479	8	3	1	1099	10	4	6	2.65	5.8	4.7	6.65	0.0
82.09894793140302	1.1428741582731163	DISTANT	1.1428741582731163	11_1	2	albérlet	hátrányos		new	1	547	8	3	1	5583	9	3	6	4.3	4.4	4.3	4.05	0.60664767
90.09932164846396	1.0066252171145609	FOIL	1.0066252171145609	11_1	15	csarnok	hivatali		new	1	1997	7	2	5	4213	8	4	7	1.6	5.45	5.1	4.45	0.0
100.11580336488804	0.9662678729109756	TARGET	0.9662678729109756	11_1	78	szemüveg	kényelmes		new	0	1594	8	3	4	3437	9	3	8	2.15	6.1	6.05	6.7	0.84095335
