onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	jitter	response	counterbalance	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
28.05019285140588	2.0	BASELINE	1.0614048209536122	StimuliTable-4787-Mapping-Run6.xlsx	78	szemüveg	kényelmes	10	4	2	1594	8	3	4	3437	9	3	8	2.15	6.1	6.05	6.7	1.0
40.04972718018689	2.0	BASELINE	1.4536370254209032	StimuliTable-4787-Mapping-Run6.xlsx	17	csillagász	figyelmes	10	2	2	606	10	3	4	1273	9	3	8	1.9	4.4	4.85	5.8	1.0
50.04916314937145	2.0	DISTANT	1.365632080800424	StimuliTable-4787-Mapping-Run6.xlsx	93	útmutatás	lelkiismereti	8	3	2	703	9	4	2	476	13	6	6	3.5	3.7	2.5	5.05	0.6710424423
62.06568090200017	2.0	BASELINE	1.1170120608367142	StimuliTable-4787-Mapping-Run6.xlsx	15	csecsemő	egészséges	10	4	2	2039	8	3	2	7076	10	4	8	2.6	6.5	6.55	6.6	1.0
74.06918931712426	2.0	BASELINE	1.033487600798253	StimuliTable-4787-Mapping-Run6.xlsx	91	újságcikk	botrányos	10	4	2	503	9	3	0	1508	9	3	4	3.75	5.45	5.65	6.55	1.0
82.08253650959523	2.0	CLOSE	1.3883838852125336	StimuliTable-4787-Mapping-Run6.xlsx	46	költészet	varázslatos	6	3	2	1207	9	3	4	651	11	4	5	2.4	3.15	3.5	5.4	0.770221233
92.08498064313608	2.0	CLOSE	1.0968286201823505	StimuliTable-4787-Mapping-Run6.xlsx	88	törmelék	bontási	8	4	2	730	8	3	1	388	7	3	8	2.1	6.2	5.95	6.35	0.8136036990000001
104.09848869453708	2.0	DISTANT	1.3876858906733105	StimuliTable-4787-Mapping-Run6.xlsx	40	kesztyű	paraszti	10	2	2	891	7	2	1	347	8	3	4	1.6	3.7	4.35	3.15	0.61781317
116.09800304402596	2.0	BASELINE	1.2356847083137836	StimuliTable-4787-Mapping-Run6.xlsx	28	gorilla	érzékeny	10	3	2	659	7	3	2	3895	8	3	3	3.1	4.0	4.3	4.9	1.0
128.09852711625717	2.0	BASELINE	1.4274482702821842	StimuliTable-4787-Mapping-Run6.xlsx	70	pisztoly	törvénytelen	10	2	2	1679	8	2	3	1475	12	4	3	4.75	4.9	4.9	5.3	1.0
136.0978734347591	2.0	CLOSE	1.5717210521761444	StimuliTable-4787-Mapping-Run6.xlsx	66	oroszlán	csendes	6	4	2	1351	8	3	3	2305	7	2	7	2.15	5.45	5.7	6.3	0.851599276
144.09821666877542	2.0	DISTANT	1.459723537809623	StimuliTable-4787-Mapping-Run6.xlsx	30	háziorvos	részmunkaidős	6	2	2	2011	9	4	4	365	13	5	1	2.05	5.7	4.75	5.75	0.6547772288
