onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	order	response	correctness	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
22.08896856130013	2.0	CLOSE	1.1952694156461805	15_1	76	szakadék	iszonyatos	1	good	1	1478	8	3	4	452	10	4	6	5.1	4.75	5.85	5.65	1.0
26.099157232427387	2.0	REPEAT	0.9133600509449024	15_1	26	fejfájás	kellemetlen	1	good	1	1351	8	3	4	3486	11	4	1	5.85	5.5	5.25	6.7	1.0
30.1153327756183	2.0	DISTANT	1.3526867794971622	15_1	51	magazin	tudományos	1	good	0	7307	7	3	2	11632	10	4	5	1.8	6.3	6.45	6.15	1.0
36.1155543408604	2.0	REPEAT	1.032620038411551	15_1	27	folyadék	elegendő	1	good	0	1438	8	3	3	9296	8	4	1	2.65	4.85	5.45	6.5	1.0
42.115834819400334	2.0	CLOSE	0.8727634077695257	15_1	77	szélvihar	hirtelen	1	good	1	490	9	3	0	6756	8	3	4	4.6	6.2	6.2	6.65	1.0
52.1152346721683	2.0	FILLER	1.0086282370939443	15_1	51	jutalom	kívánatos	1	good		3275	7	3	1	1846	9	4	2	3.0	4.9	4.2	5.85	0.0
58.1155277018006	2.0	CLOSE	1.0726854372987873	15_1	78	szemüveg	kényelmes	1	good	1	1594	8	3	4	3437	9	3	8	2.15	6.1	6.05	6.7	1.0
64.11575464608177	2.0	FILLER	1.6164208786685776	15_1	52	kertész	szakképzett	1	good		2363	7	2	5	480	11	3	1	1.25	6.2	6.2	6.7	0.0
74.11520137334446	2.0	FILLER	1.3367430473335844	15_1	53	kézikönyv	földrajzi	1	no-good		662	9	3	2	2472	9	3	5	1.8	6.1	6.15	6.2	0.0
80.11549235381972	2.0	REPEAT	1.2806762837062706	15_1	28	gorilla	érzékeny	1	good	1	659	7	3	2	3895	8	3	3	3.1	4.0	4.3	4.9	1.0
88.11883120109633	2.0	REPEAT	1.1412167184680584	15_1	29	hangszer	autentikus	1	good	1	1828	8	2	3	526	10	5	1	2.0	4.6	3.7	4.7	1.0
94.13106544447874	2.0	DISTANT	1.2080454052484129	15_1	52	matrica	fizetős	1	good	0	1479	7	3	2	2152	7	3	2	2.75	5.8	5.4	5.6	1.0
104.13153444557976	2.0	FILLER	1.2637558714814077	15_1	54	kiképzés	lélektani	1	good		1449	8	3	5	743	9	4	7	4.2	4.4	2.7	4.3	0.0
112.1308638585324	2.0	REPEAT	0.0	15_1	30	háziorvos	elégedetlen	1		1	2011	9	4	4	2000	11	5	3	4.1	5.6	5.2	5.6	1.0
118.13110309776312	2.0	DISTANT	0.6560075429515564	15_1	53	mellény	sportos	1	good	1	909	7	2	5	700	7	2	7	1.45	5.9	6.0	6.0	1.0
